H(zeta),Expand A,Expand S,NTT S,A * s1,INTT t1,Power2Round,tr,,,,,Compute mu,Compute rho'',Expand A,ExpandMask,A * y,Highbits w1,c tilde,c,"c * s1, c*s2",ct0,Make Hint,"NTT s1, s2, t0",NTT y,INVNTT A * y,NTT c,"INTT c * s1, c*s2",INTT ct0,,,,,tr,mu,c(sample),Expand A,A * z,c * t1,Use Hint,c tilde,NTT z,NTT c,NTT t1,INTT w1
829.854,81276.211,14790.924,15861.577,12153.09,17491.014,4709.412,7297.631,,,,,1053.25,1574.295,81296.532,19250.672,12152.605,4681.739,6204.941,1066.682,4752.15,2373.418,2841.051,47603.538,15851.467,17429.277,3953.148,34733.442,17361.47,,,,,7256.2,1049.377,1067.04,80915.828,10284.908,2373.94,4894.092,6195.143,15769.989,3944.025,15771.851,17402.366
