source file name , phase name , phase input files , phase output file , arch , tool, metric , unit
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cudafe++ , C:/Users/user/AppData/Local/Temp/tmpxft_00005530_00000000-10_vec_mul.cpp4.ii  , C:/Users/user/AppData/Local/Temp/tmpxft_00005530_00000000-11_vec_mul.cudafe1.cpp , compute_86 , nvcc , 796.5534 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cl.exe (preprocessing 1) , C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu  , C:/Users/user/AppData/Local/Temp/tmpxft_00005530_00000000-16_vec_mul.cpp1.ii , compute_86 , nvcc , 508.9103 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cicc ,  C:/Users/user/AppData/Local/Temp/tmpxft_00005530_00000000-16_vec_mul.cpp1.ii  , C:/Users/user/AppData/Local/Temp/tmpxft_00005530_00000000-11_vec_mul.ptx , compute_86 , nvcc , 862.3899 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , ptxas , C:/Users/user/AppData/Local/Temp/tmpxft_00005530_00000000-11_vec_mul.ptx  , C:/Users/user/AppData/Local/Temp/tmpxft_00005530_00000000-19_vec_mul.cubin , sm_86 , nvcc , 51.4775 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , fatbinary , C:/Users/user/AppData/Local/Temp/tmpxft_00005530_00000000-19_vec_mul.cubin  , C:/Users/user/AppData/Local/Temp/tmpxft_00005530_00000000-8_vec_mul.fatbin ,  , nvcc , 25.5399 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cl.exe (compiling) ,   , C:/Users/user/AppData/Local/Temp/tmpxft_00005530_00000000-20_vec_mul.obj , compute_86 , nvcc , 725.9681 , ms
C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp , cl.exe (compiling) , C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , C:/Users/user/AppData/Local/Temp/tmpxft_00005530_00000000-23_DS_timer.obj ,  , nvcc , 815.7429 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , nvlink , C:/Users/user/AppData/Local/Temp/tmpxft_00005530_00000000-20_vec_mul.obj C:/Users/user/AppData/Local/Temp/tmpxft_00005530_00000000-23_DS_timer.obj  , C:/Users/user/AppData/Local/Temp/tmpxft_00005530_00000000-26_vec_mul_dlink.cubin , sm_86 , nvcc , 37.2791 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , fatbinary , C:/Users/user/AppData/Local/Temp/tmpxft_00005530_00000000-26_vec_mul_dlink.cubin  , C:/Users/user/AppData/Local/Temp/tmpxft_00005530_00000000-13_vec_mul_dlink.fatbin ,  , nvcc , 23.0219 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , cl.exe (compiling) , C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v12.5\bin\crt\link.stub  , C:/Users/user/AppData/Local/Temp/tmpxft_00005530_00000000-28_vec_mul_dlink.obj ,  , nvcc , 77.8912 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , cl.exe (linking) , C:/Users/user/AppData/Local/Temp/tmpxft_00005530_00000000-28_vec_mul_dlink.obj C:/Users/user/AppData/Local/Temp/tmpxft_00005530_00000000-20_vec_mul.obj C:/Users/user/AppData/Local/Temp/tmpxft_00005530_00000000-23_DS_timer.obj  , C:/Users/user/Desktop/Git/CUDA/build/vec_mul.exe ,  , nvcc , 154.5091 , ms
 , nvcc (driver) ,  , C:/Users/user/Desktop/Git/CUDA/build/vec_mul.exe ,  , nvcc , 8.3130 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cl.exe (preprocessing 4) , C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu  , C:/Users/user/AppData/Local/Temp/tmpxft_00001cc4_00000000-10_vec_mul.cpp4.ii ,  , nvcc , 540.2088 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cl.exe (preprocessing 4) , C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu  , C:/Users/user/AppData/Local/Temp/tmpxft_00004cb0_00000000-10_vec_mul.cpp4.ii ,  , nvcc , 488.4811 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cudafe++ , C:/Users/user/AppData/Local/Temp/tmpxft_00004cb0_00000000-10_vec_mul.cpp4.ii  , C:/Users/user/AppData/Local/Temp/tmpxft_00004cb0_00000000-11_vec_mul.cudafe1.cpp , compute_86 , nvcc , 818.0871 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cl.exe (preprocessing 1) , C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu  , C:/Users/user/AppData/Local/Temp/tmpxft_00004cb0_00000000-16_vec_mul.cpp1.ii , compute_86 , nvcc , 580.6867 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cicc ,  C:/Users/user/AppData/Local/Temp/tmpxft_00004cb0_00000000-16_vec_mul.cpp1.ii  , C:/Users/user/AppData/Local/Temp/tmpxft_00004cb0_00000000-11_vec_mul.ptx , compute_86 , nvcc , 768.2205 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , ptxas , C:/Users/user/AppData/Local/Temp/tmpxft_00004cb0_00000000-11_vec_mul.ptx  , C:/Users/user/AppData/Local/Temp/tmpxft_00004cb0_00000000-19_vec_mul.cubin , sm_86 , nvcc , 44.3343 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , fatbinary , C:/Users/user/AppData/Local/Temp/tmpxft_00004cb0_00000000-19_vec_mul.cubin  , C:/Users/user/AppData/Local/Temp/tmpxft_00004cb0_00000000-8_vec_mul.fatbin ,  , nvcc , 25.2282 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cl.exe (compiling) ,   , C:/Users/user/AppData/Local/Temp/tmpxft_00004cb0_00000000-20_vec_mul.obj , compute_86 , nvcc , 746.7643 , ms
C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp , cl.exe (compiling) , C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , C:/Users/user/AppData/Local/Temp/tmpxft_00004cb0_00000000-23_DS_timer.obj ,  , nvcc , 792.9814 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , nvlink , C:/Users/user/AppData/Local/Temp/tmpxft_00004cb0_00000000-20_vec_mul.obj C:/Users/user/AppData/Local/Temp/tmpxft_00004cb0_00000000-23_DS_timer.obj  , C:/Users/user/AppData/Local/Temp/tmpxft_00004cb0_00000000-26_vec_mul_dlink.cubin , sm_86 , nvcc , 33.4263 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , fatbinary , C:/Users/user/AppData/Local/Temp/tmpxft_00004cb0_00000000-26_vec_mul_dlink.cubin  , C:/Users/user/AppData/Local/Temp/tmpxft_00004cb0_00000000-13_vec_mul_dlink.fatbin ,  , nvcc , 23.0291 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , cl.exe (compiling) , C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v12.5\bin\crt\link.stub  , C:/Users/user/AppData/Local/Temp/tmpxft_00004cb0_00000000-28_vec_mul_dlink.obj ,  , nvcc , 74.9665 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , cl.exe (linking) , C:/Users/user/AppData/Local/Temp/tmpxft_00004cb0_00000000-28_vec_mul_dlink.obj C:/Users/user/AppData/Local/Temp/tmpxft_00004cb0_00000000-20_vec_mul.obj C:/Users/user/AppData/Local/Temp/tmpxft_00004cb0_00000000-23_DS_timer.obj  , C:/Users/user/Desktop/Git/CUDA/build/vec_mul.exe ,  , nvcc , 144.0288 , ms
 , nvcc (driver) ,  , C:/Users/user/Desktop/Git/CUDA/build/vec_mul.exe ,  , nvcc , 8.2261 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cl.exe (preprocessing 4) , C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu  , C:/Users/user/AppData/Local/Temp/tmpxft_00000c58_00000000-10_vec_mul.cpp4.ii ,  , nvcc , 558.9491 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cudafe++ , C:/Users/user/AppData/Local/Temp/tmpxft_00000c58_00000000-10_vec_mul.cpp4.ii  , C:/Users/user/AppData/Local/Temp/tmpxft_00000c58_00000000-11_vec_mul.cudafe1.cpp , compute_86 , nvcc , 857.6808 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cl.exe (preprocessing 1) , C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu  , C:/Users/user/AppData/Local/Temp/tmpxft_00000c58_00000000-16_vec_mul.cpp1.ii , compute_86 , nvcc , 505.5829 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cicc ,  C:/Users/user/AppData/Local/Temp/tmpxft_00000c58_00000000-16_vec_mul.cpp1.ii  , C:/Users/user/AppData/Local/Temp/tmpxft_00000c58_00000000-11_vec_mul.ptx , compute_86 , nvcc , 726.0125 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , ptxas , C:/Users/user/AppData/Local/Temp/tmpxft_00000c58_00000000-11_vec_mul.ptx  , C:/Users/user/AppData/Local/Temp/tmpxft_00000c58_00000000-19_vec_mul.cubin , sm_86 , nvcc , 43.0146 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , fatbinary , C:/Users/user/AppData/Local/Temp/tmpxft_00000c58_00000000-19_vec_mul.cubin  , C:/Users/user/AppData/Local/Temp/tmpxft_00000c58_00000000-8_vec_mul.fatbin ,  , nvcc , 27.2277 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cl.exe (compiling) ,   , C:/Users/user/AppData/Local/Temp/tmpxft_00000c58_00000000-20_vec_mul.obj , compute_86 , nvcc , 763.6057 , ms
C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp , cl.exe (compiling) , C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , C:/Users/user/AppData/Local/Temp/tmpxft_00000c58_00000000-23_DS_timer.obj ,  , nvcc , 779.3710 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , nvlink , C:/Users/user/AppData/Local/Temp/tmpxft_00000c58_00000000-20_vec_mul.obj C:/Users/user/AppData/Local/Temp/tmpxft_00000c58_00000000-23_DS_timer.obj  , C:/Users/user/AppData/Local/Temp/tmpxft_00000c58_00000000-26_vec_mul_dlink.cubin , sm_86 , nvcc , 34.7693 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , fatbinary , C:/Users/user/AppData/Local/Temp/tmpxft_00000c58_00000000-26_vec_mul_dlink.cubin  , C:/Users/user/AppData/Local/Temp/tmpxft_00000c58_00000000-13_vec_mul_dlink.fatbin ,  , nvcc , 23.0631 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , cl.exe (compiling) , C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v12.5\bin\crt\link.stub  , C:/Users/user/AppData/Local/Temp/tmpxft_00000c58_00000000-28_vec_mul_dlink.obj ,  , nvcc , 76.4003 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , cl.exe (linking) , C:/Users/user/AppData/Local/Temp/tmpxft_00000c58_00000000-28_vec_mul_dlink.obj C:/Users/user/AppData/Local/Temp/tmpxft_00000c58_00000000-20_vec_mul.obj C:/Users/user/AppData/Local/Temp/tmpxft_00000c58_00000000-23_DS_timer.obj  , C:/Users/user/Desktop/Git/CUDA/build/vec_mul.exe ,  , nvcc , 149.5324 , ms
 , nvcc (driver) ,  , C:/Users/user/Desktop/Git/CUDA/build/vec_mul.exe ,  , nvcc , 7.9551 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cl.exe (preprocessing 4) , C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu  , C:/Users/user/AppData/Local/Temp/tmpxft_00006228_00000000-10_vec_mul.cpp4.ii ,  , nvcc , 494.7992 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cudafe++ , C:/Users/user/AppData/Local/Temp/tmpxft_00006228_00000000-10_vec_mul.cpp4.ii  , C:/Users/user/AppData/Local/Temp/tmpxft_00006228_00000000-11_vec_mul.cudafe1.cpp , compute_86 , nvcc , 837.0649 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cl.exe (preprocessing 1) , C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu  , C:/Users/user/AppData/Local/Temp/tmpxft_00006228_00000000-16_vec_mul.cpp1.ii , compute_86 , nvcc , 514.6710 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cicc ,  C:/Users/user/AppData/Local/Temp/tmpxft_00006228_00000000-16_vec_mul.cpp1.ii  , C:/Users/user/AppData/Local/Temp/tmpxft_00006228_00000000-11_vec_mul.ptx , compute_86 , nvcc , 730.6337 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , ptxas , C:/Users/user/AppData/Local/Temp/tmpxft_00006228_00000000-11_vec_mul.ptx  , C:/Users/user/AppData/Local/Temp/tmpxft_00006228_00000000-19_vec_mul.cubin , sm_86 , nvcc , 46.6206 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , fatbinary , C:/Users/user/AppData/Local/Temp/tmpxft_00006228_00000000-19_vec_mul.cubin  , C:/Users/user/AppData/Local/Temp/tmpxft_00006228_00000000-8_vec_mul.fatbin ,  , nvcc , 24.2793 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cl.exe (compiling) ,   , C:/Users/user/AppData/Local/Temp/tmpxft_00006228_00000000-20_vec_mul.obj , compute_86 , nvcc , 778.0732 , ms
C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp , cl.exe (compiling) , C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , C:/Users/user/AppData/Local/Temp/tmpxft_00006228_00000000-23_DS_timer.obj ,  , nvcc , 797.6882 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , nvlink , C:/Users/user/AppData/Local/Temp/tmpxft_00006228_00000000-20_vec_mul.obj C:/Users/user/AppData/Local/Temp/tmpxft_00006228_00000000-23_DS_timer.obj  , C:/Users/user/AppData/Local/Temp/tmpxft_00006228_00000000-26_vec_mul_dlink.cubin , sm_86 , nvcc , 35.0353 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , fatbinary , C:/Users/user/AppData/Local/Temp/tmpxft_00006228_00000000-26_vec_mul_dlink.cubin  , C:/Users/user/AppData/Local/Temp/tmpxft_00006228_00000000-13_vec_mul_dlink.fatbin ,  , nvcc , 23.0183 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , cl.exe (compiling) , C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v12.5\bin\crt\link.stub  , C:/Users/user/AppData/Local/Temp/tmpxft_00006228_00000000-28_vec_mul_dlink.obj ,  , nvcc , 78.4371 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , cl.exe (linking) , C:/Users/user/AppData/Local/Temp/tmpxft_00006228_00000000-28_vec_mul_dlink.obj C:/Users/user/AppData/Local/Temp/tmpxft_00006228_00000000-20_vec_mul.obj C:/Users/user/AppData/Local/Temp/tmpxft_00006228_00000000-23_DS_timer.obj  , C:/Users/user/Desktop/Git/CUDA/build/vec_mul.exe ,  , nvcc , 164.0974 , ms
 , nvcc (driver) ,  , C:/Users/user/Desktop/Git/CUDA/build/vec_mul.exe ,  , nvcc , 8.2388 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cl.exe (preprocessing 4) , C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu  , C:/Users/user/AppData/Local/Temp/tmpxft_00000b04_00000000-10_vec_mul.cpp4.ii ,  , nvcc , 561.2662 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cudafe++ , C:/Users/user/AppData/Local/Temp/tmpxft_00000b04_00000000-10_vec_mul.cpp4.ii  , C:/Users/user/AppData/Local/Temp/tmpxft_00000b04_00000000-11_vec_mul.cudafe1.cpp , compute_86 , nvcc , 867.1107 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cl.exe (preprocessing 1) , C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu  , C:/Users/user/AppData/Local/Temp/tmpxft_00000b04_00000000-16_vec_mul.cpp1.ii , compute_86 , nvcc , 530.0347 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cicc ,  C:/Users/user/AppData/Local/Temp/tmpxft_00000b04_00000000-16_vec_mul.cpp1.ii  , C:/Users/user/AppData/Local/Temp/tmpxft_00000b04_00000000-11_vec_mul.ptx , compute_86 , nvcc , 763.5073 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , ptxas , C:/Users/user/AppData/Local/Temp/tmpxft_00000b04_00000000-11_vec_mul.ptx  , C:/Users/user/AppData/Local/Temp/tmpxft_00000b04_00000000-19_vec_mul.cubin , sm_86 , nvcc , 42.3135 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , fatbinary , C:/Users/user/AppData/Local/Temp/tmpxft_00000b04_00000000-19_vec_mul.cubin  , C:/Users/user/AppData/Local/Temp/tmpxft_00000b04_00000000-8_vec_mul.fatbin ,  , nvcc , 23.9717 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cl.exe (compiling) ,   , C:/Users/user/AppData/Local/Temp/tmpxft_00000b04_00000000-20_vec_mul.obj , compute_86 , nvcc , 873.9745 , ms
C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp , cl.exe (compiling) , C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , C:/Users/user/AppData/Local/Temp/tmpxft_00000b04_00000000-23_DS_timer.obj ,  , nvcc , 876.8245 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , nvlink , C:/Users/user/AppData/Local/Temp/tmpxft_00000b04_00000000-20_vec_mul.obj C:/Users/user/AppData/Local/Temp/tmpxft_00000b04_00000000-23_DS_timer.obj  , C:/Users/user/AppData/Local/Temp/tmpxft_00000b04_00000000-26_vec_mul_dlink.cubin , sm_86 , nvcc , 34.9594 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , fatbinary , C:/Users/user/AppData/Local/Temp/tmpxft_00000b04_00000000-26_vec_mul_dlink.cubin  , C:/Users/user/AppData/Local/Temp/tmpxft_00000b04_00000000-13_vec_mul_dlink.fatbin ,  , nvcc , 24.3311 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , cl.exe (compiling) , C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v12.5\bin\crt\link.stub  , C:/Users/user/AppData/Local/Temp/tmpxft_00000b04_00000000-28_vec_mul_dlink.obj ,  , nvcc , 87.0096 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , cl.exe (linking) , C:/Users/user/AppData/Local/Temp/tmpxft_00000b04_00000000-28_vec_mul_dlink.obj C:/Users/user/AppData/Local/Temp/tmpxft_00000b04_00000000-20_vec_mul.obj C:/Users/user/AppData/Local/Temp/tmpxft_00000b04_00000000-23_DS_timer.obj  , C:/Users/user/Desktop/Git/CUDA/build/vec_mul.exe ,  , nvcc , 159.0952 , ms
 , nvcc (driver) ,  , C:/Users/user/Desktop/Git/CUDA/build/vec_mul.exe ,  , nvcc , 8.4165 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cl.exe (preprocessing 4) , C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu  , C:/Users/user/AppData/Local/Temp/tmpxft_00002034_00000000-10_vec_mul.cpp4.ii ,  , nvcc , 491.2246 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cudafe++ , C:/Users/user/AppData/Local/Temp/tmpxft_00002034_00000000-10_vec_mul.cpp4.ii  , C:/Users/user/AppData/Local/Temp/tmpxft_00002034_00000000-11_vec_mul.cudafe1.cpp , compute_86 , nvcc , 814.2151 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cl.exe (preprocessing 1) , C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu  , C:/Users/user/AppData/Local/Temp/tmpxft_00002034_00000000-16_vec_mul.cpp1.ii , compute_86 , nvcc , 514.1399 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cicc ,  C:/Users/user/AppData/Local/Temp/tmpxft_00002034_00000000-16_vec_mul.cpp1.ii  , C:/Users/user/AppData/Local/Temp/tmpxft_00002034_00000000-11_vec_mul.ptx , compute_86 , nvcc , 734.7357 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , ptxas , C:/Users/user/AppData/Local/Temp/tmpxft_00002034_00000000-11_vec_mul.ptx  , C:/Users/user/AppData/Local/Temp/tmpxft_00002034_00000000-19_vec_mul.cubin , sm_86 , nvcc , 42.7075 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , fatbinary , C:/Users/user/AppData/Local/Temp/tmpxft_00002034_00000000-19_vec_mul.cubin  , C:/Users/user/AppData/Local/Temp/tmpxft_00002034_00000000-8_vec_mul.fatbin ,  , nvcc , 23.9826 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cl.exe (compiling) ,   , C:/Users/user/AppData/Local/Temp/tmpxft_00002034_00000000-20_vec_mul.obj , compute_86 , nvcc , 765.1383 , ms
C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp , cl.exe (compiling) , C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , C:/Users/user/AppData/Local/Temp/tmpxft_00002034_00000000-23_DS_timer.obj ,  , nvcc , 800.0700 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , nvlink , C:/Users/user/AppData/Local/Temp/tmpxft_00002034_00000000-20_vec_mul.obj C:/Users/user/AppData/Local/Temp/tmpxft_00002034_00000000-23_DS_timer.obj  , C:/Users/user/AppData/Local/Temp/tmpxft_00002034_00000000-26_vec_mul_dlink.cubin , sm_86 , nvcc , 33.6733 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , fatbinary , C:/Users/user/AppData/Local/Temp/tmpxft_00002034_00000000-26_vec_mul_dlink.cubin  , C:/Users/user/AppData/Local/Temp/tmpxft_00002034_00000000-13_vec_mul_dlink.fatbin ,  , nvcc , 22.8601 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , cl.exe (compiling) , C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v12.5\bin\crt\link.stub  , C:/Users/user/AppData/Local/Temp/tmpxft_00002034_00000000-28_vec_mul_dlink.obj ,  , nvcc , 86.3069 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , cl.exe (linking) , C:/Users/user/AppData/Local/Temp/tmpxft_00002034_00000000-28_vec_mul_dlink.obj C:/Users/user/AppData/Local/Temp/tmpxft_00002034_00000000-20_vec_mul.obj C:/Users/user/AppData/Local/Temp/tmpxft_00002034_00000000-23_DS_timer.obj  , C:/Users/user/Desktop/Git/CUDA/build/vec_mul.exe ,  , nvcc , 145.5522 , ms
 , nvcc (driver) ,  , C:/Users/user/Desktop/Git/CUDA/build/vec_mul.exe ,  , nvcc , 7.7178 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cl.exe (preprocessing 4) , C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu  , C:/Users/user/AppData/Local/Temp/tmpxft_00006484_00000000-10_vec_mul.cpp4.ii ,  , nvcc , 479.8860 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cudafe++ , C:/Users/user/AppData/Local/Temp/tmpxft_00006484_00000000-10_vec_mul.cpp4.ii  , C:/Users/user/AppData/Local/Temp/tmpxft_00006484_00000000-11_vec_mul.cudafe1.cpp , compute_86 , nvcc , 821.9917 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cl.exe (preprocessing 1) , C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu  , C:/Users/user/AppData/Local/Temp/tmpxft_00006484_00000000-16_vec_mul.cpp1.ii , compute_86 , nvcc , 524.6884 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cicc ,  C:/Users/user/AppData/Local/Temp/tmpxft_00006484_00000000-16_vec_mul.cpp1.ii  , C:/Users/user/AppData/Local/Temp/tmpxft_00006484_00000000-11_vec_mul.ptx , compute_86 , nvcc , 739.9184 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , ptxas , C:/Users/user/AppData/Local/Temp/tmpxft_00006484_00000000-11_vec_mul.ptx  , C:/Users/user/AppData/Local/Temp/tmpxft_00006484_00000000-19_vec_mul.cubin , sm_86 , nvcc , 43.6137 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , fatbinary , C:/Users/user/AppData/Local/Temp/tmpxft_00006484_00000000-19_vec_mul.cubin  , C:/Users/user/AppData/Local/Temp/tmpxft_00006484_00000000-8_vec_mul.fatbin ,  , nvcc , 23.8582 , ms
C:/Users/user/Desktop/Git/CUDA/Vector/vec_mul.cu , cl.exe (compiling) ,   , C:/Users/user/AppData/Local/Temp/tmpxft_00006484_00000000-20_vec_mul.obj , compute_86 , nvcc , 772.2344 , ms
C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp , cl.exe (compiling) , C:/Users/user/Desktop/Git/CUDA/common/DS_timer.cpp  , C:/Users/user/AppData/Local/Temp/tmpxft_00006484_00000000-23_DS_timer.obj ,  , nvcc , 784.5927 , ms
